time,close,MACD_short,MACD_long,MACD,MACD_signal,MACD_sign,DPR,buying_,buying_profit
2021-05-27,47760000.0,48709715.26181992,55965850.69944791,-7256135.437627986,-6764437.974213189,매도,1.0003979807712449,False,1.0
2021-05-28,44555000.0,47878772.20945593,55120592.94355016,-7241820.734094232,-6859914.526189398,매도,0.9328936348408711,False,1.0
2021-05-29,41918000.0,46686617.767564744,54142612.858461596,-7455995.090896852,-6979130.63913089,매도,0.9408147233756032,False,1.0
2021-05-30,42305000.0,45810294.21405179,53265744.147656746,-7455449.933604956,-7074394.498025704,매도,1.0092323107018464,False,1.0
2021-05-31,43214000.0,45291035.371241435,52521163.824812554,-7230128.453571118,-7105541.289134787,매도,1.0214868218886657,False,1.0
2021-06-01,43466000.0,44926028.29699315,51850405.375049986,-6924377.078056835,-7069308.446919197,매수,1.0058314435136761,False,1.0
2021-06-02,43995000.0,44739822.63759452,51268519.01824665,-6528696.38065213,-6961186.033665783,매수,1.0121704320618414,True,1.0121704320618414
2021-06-03,44911000.0,44774058.110075615,50797588.328514405,-6023530.218438789,-6773654.870620383,매수,1.0208205477895216,True,1.0208205477895216
2021-06-04,43276000.0,44474446.48806049,50240429.9621815,-5765983.474121012,-6572120.591320508,매수,0.9635946650041193,True,0.9635946650041193
2021-06-05,41987000.0,43976957.19044839,49629061.045598336,-5652103.855149947,-6388117.244086396,매수,0.9702144375635456,True,0.9702144375635456
2021-06-06,42075000.0,43596565.752358705,49069497.80354119,-5472932.051182486,-6205080.205505614,매수,1.0020958868221117,True,1.0020958868221117
2021-06-07,41758000.0,43228852.601886965,48527902.53754956,-5299049.935662597,-6023874.151537011,매수,0.992465834818776,True,0.992465834818776
2021-06-08,36900000.0,41963082.081509575,47666572.24734826,-5703490.165838681,-5959797.354397346,매수,0.8836630106805882,True,0.8836630106805882
2021-06-09,40061000.0,41582665.66520766,47103193.99602912,-5520528.330821462,-5871943.54968217,매수,1.0856639566395665,True,1.0856639566395665
2021-06-10,42878000.0,41841732.53216613,46790215.3619517,-4948482.8297855705,-5687251.405702851,매수,1.0703177654077531,True,1.0703177654077531
2021-06-11,43223000.0,42117986.025732905,46525976.169927,-4407990.144194096,-5431399.1534011,매수,1.0080460842390038,True,1.0080460842390038
2021-06-12,41431000.0,41980588.820586324,46148569.18266215,-4167980.362075828,-5178715.395136046,매수,0.9585405918145432,True,0.9585405918145432
2021-06-13,41722000.0,41928871.05646906,45820674.087102324,-3891803.0306332633,-4921332.92223549,매수,1.007023726195361,True,1.007023726195361
2021-06-14,46828000.0,42908696.84517525,45895291.04938215,-2986594.204206899,-4534385.178629772,매수,1.1223814773980154,True,1.1223814773980154
2021-06-15,46261000.0,43579157.4761402,45922380.6779205,-2343223.201780297,-4096152.783259877,매수,0.9878918595711967,True,0.9878918595711967
2021-06-16,45113000.0,43885925.980912164,45862426.39657463,-1976500.4156624675,-3672222.3097403958,매수,0.9751842804954497,True,0.9751842804954497
2021-06-17,45545000.0,44217740.784729734,45838913.27312959,-1621172.4883998558,-3262012.345472288,매수,1.0095759537162237,True,1.0095759537162237
2021-06-18,43443000.0,44062792.62778379,45661437.81727328,-1598645.1894894913,-2929338.9142757286,매수,0.9538478427928423,True,0.9538478427928423
2021-06-19,42593000.0,43768834.10222703,45434145.65444796,-1665311.5522209257,-2676533.441864768,매수,0.9804341320811177,True,0.9804341320811177
2021-06-20,40680000.0,43151067.28178163,45081986.03900702,-1930918.7572253942,-2527410.5049368935,매수,0.9550865165637547,True,0.9550865165637547
2021-06-21,39099000.0,42340653.825425304,44638801.09783856,-2298147.272413254,-2481557.858432166,매수,0.9611356932153392,True,0.9611356932153392
2021-06-22,35609000.0,40994323.06034025,43969925.838274404,-2975602.7779341564,-2580366.8423325643,매도,0.9107394050998747,True,0.9107394050998747
2021-06-23,39464000.0,40688258.4482722,43636153.043784775,-2947894.5955125764,-2653872.392968567,매도,1.1082591479682102,False,1.0
2021-06-24,39619000.0,40474406.75861776,43338585.7305111,-2864178.9718933403,-2695933.708753522,매도,1.0039276302452869,False,1.0
2021-06-25,38310000.0,40041525.40689421,42966097.41049567,-2924572.0036014616,-2741661.36772311,매도,0.9669602968272798,False,1.0
2021-06-26,36505000.0,39334220.32551537,42487497.02158874,-3153276.6960733756,-2823984.4333931636,매도,0.9528843643957191,False,1.0
2021-06-27,38650000.0,39197376.2604123,42203237.66358829,-3005861.4031759948,-2860359.8273497303,매도,1.0587590740994384,False,1.0
2021-06-28,39833000.0,39324501.00832984,42027664.3206781,-2703163.3123482615,-2828920.5243494366,매수,1.030608020698577,False,1.0
2021-06-29,41842000.0,39828000.80666387,42013911.39478823,-2185910.588124357,-2700318.537104421,매수,1.0504355684984812,True,1.0504355684984812
2021-06-30,40232000.0,39908800.6453311,41881917.84041651,-1973117.1950854138,-2554878.2687006197,매수,0.9615219157784045,True,0.9615219157784045
2021-07-01,39060000.0,39739040.51626488,41672886.716656,-1933846.2003911212,-2430671.85503872,매수,0.9708689600318154,True,0.9708689600318154
2021-07-02,39460000.0,39683232.4130119,41508969.05675212,-1825736.6437402219,-2309684.8127790205,매수,1.0102406554019456,True,1.0102406554019456
2021-07-03,40347000.0,39815985.93040952,41422897.213832214,-1606911.2834226936,-2169130.106907755,매수,1.0224784591991891,True,1.0224784591991891
2021-07-04,41124000.0,40077588.74432762,41400756.664960064,-1323167.9206324443,-1999937.669652693,매수,1.0192579373931148,True,1.0192579373931148
2021-07-05,39416000.0,39945270.9954621,41253737.563501686,-1308466.5680395886,-1861643.449330072,매수,0.9584670751872386,True,0.9584670751872386
2021-07-06,39809000.0,39918016.79636968,41146719.90605838,-1228703.1096886992,-1735055.3814017973,매수,1.009970570326771,True,1.009970570326771
2021-07-07,40319000.0,39998213.43709575,41085407.28851759,-1087193.8514218405,-1605483.075405806,매수,1.0128111733527594,True,1.0128111733527594
2021-07-08,38975000.0,39793570.7496766,40929080.74737581,-1135509.9976992086,-1511488.4598644867,매수,0.9666658399265855,True,0.9666658399265855
2021-07-09,39486000.0,39732056.59974128,40822185.82950805,-1090129.2297667712,-1427216.6138449437,매수,1.0131109685695958,True,1.0131109685695958
2021-07-10,39918000.0,39769245.279793024,40755209.073727764,-985963.7939347401,-1338966.049862903,매수,1.0109405865370005,True,1.0109405865370005
2021-07-11,39922000.0,39799796.22383442,40693489.85947325,-893693.635638833,-1249911.5670180891,매수,1.0001002054211132,True,1.0001002054211132
2021-07-12,39433000.0,39726436.979067534,40600120.20718402,-873683.2281164825,-1174665.8992377678,매수,0.9877511146736135,True,0.9877511146736135
2021-07-13,38430000.0,39467149.58325403,40439370.509491526,-972220.9262374938,-1134176.904637713,매수,0.9745644510942612,True,0.9745644510942612
2021-07-14,38725000.0,39318719.66660323,40312380.06282089,-993660.3962176591,-1106073.6029537022,매수,1.0076762945615405,True,1.0076762945615405
2021-07-15,37559000.0,38966775.73328259,40108425.926750936,-1141650.1934683472,-1113188.9210566313,매도,0.9698902517753389,True,0.9698902517753389
2021-07-16,37712000.0,38715820.586626075,39930912.8489282,-1215092.262302123,-1133569.5893057296,매도,1.0040735908836764,False,1.0
2021-07-17,37365000.0,38445656.46930086,39740845.18467439,-1295188.715373531,-1165893.41451929,매도,0.9907986847687739,False,1.0
2021-07-18,37049000.0,38166325.17544069,39541449.200565904,-1375124.025125213,-1207739.5366404746,매도,0.9915428877291583,False,1.0
2021-07-19,36760000.0,37885060.140352555,39335415.88387181,-1450355.743519254,-1256262.7780162306,매도,0.9921995195551837,False,1.0
2021-07-20,35251000.0,37358248.112282045,39032866.50124818,-1674618.3889661357,-1339933.9002062117,매도,0.9589499455930359,False,1.0
2021-07-21,37459000.0,37378398.489825636,38916283.77679652,-1537885.2869708836,-1379524.1775591462,매도,1.0626365209497604,False,1.0
2021-07-22,38030000.0,37508718.79186051,38850633.11589342,-1341914.3240329102,-1372002.2068538992,매수,1.01524333271043,False,1.0
